Channel:,Lum, Red, Green, Blue
Means:,2.2577262, 2.2324696, 1.8411086, 3.9599404
Note: Peaks measured from 20% upward
Peaks:,141, 161, 592, 1396
PeaksLevels:,255, 255, 255, 255
0, 6, 1210, 2846, 822
1, 23327, 121129, 2269281, 1601
2, 6957024, 6707030, 5871401, 40725
3, 1269438, 1413340, 116590, 2233011
4, 14783, 25748, 8922, 5231124
5, 5781, 5806, 4543, 698983
6, 3052, 3114, 2773, 48871
7, 1918, 1897, 1779, 9840
8, 1461, 1384, 1362, 5009
9, 1098, 1065, 1010, 3226
10, 886, 851, 833, 2332
11, 815, 746, 680, 1604
12, 703, 621, 609, 1156
13, 570, 560, 491, 908
14, 552, 550, 486, 710
15, 513, 471, 410, 725
16, 421, 391, 327, 536
17, 365, 378, 341, 463
18, 362, 383, 329, 468
19, 328, 318, 286, 396
20, 308, 281, 276, 372
21, 310, 264, 246, 343
22, 279, 234, 268, 319
23, 248, 224, 216, 318
24, 246, 225, 198, 289
25, 208, 189, 222, 275
26, 218, 199, 196, 270
27, 213, 169, 205, 248
28, 185, 180, 186, 258
29, 202, 155, 189, 215
30, 182, 136, 167, 194
31, 187, 148, 156, 247
32, 166, 140, 140, 218
33, 137, 132, 154, 197
34, 174, 136, 151, 185
35, 156, 116, 134, 186
36, 144, 123, 114, 159
37, 139, 122, 125, 174
38, 144, 132, 134, 166
39, 142, 108, 132, 134
40, 124, 94, 131, 128
41, 123, 110, 121, 128
42, 115, 99, 99, 114
43, 111, 77, 122, 130
44, 112, 98, 127, 103
45, 103, 94, 126, 92
46, 106, 79, 109, 92
47, 101, 86, 122, 83
48, 109, 71, 76, 91
49, 86, 72, 76, 81
50, 88, 66, 85, 99
51, 98, 55, 81, 81
52, 108, 48, 85, 103
53, 100, 63, 64, 64
54, 95, 56, 78, 86
55, 90, 66, 69, 62
56, 88, 58, 85, 78
57, 86, 41, 64, 76
58, 78, 43, 68, 55
59, 81, 43, 75, 83
60, 67, 39, 54, 51
61, 69, 39, 44, 55
62, 73, 47, 58, 50
63, 79, 30, 49, 58
64, 53, 35, 47, 57
65, 78, 31, 44, 41
66, 69, 35, 41, 49
67, 67, 31, 49, 52
68, 68, 25, 55, 50
69, 65, 47, 53, 50
70, 60, 39, 41, 50
71, 49, 37, 46, 55
72, 59, 36, 37, 59
73, 54, 35, 31, 41
74, 67, 30, 31, 50
75, 52, 42, 35, 37
76, 52, 24, 30, 43
77, 47, 31, 36, 50
78, 67, 39, 26, 30
79, 53, 30, 25, 30
80, 63, 27, 26, 42
81, 57, 26, 29, 40
82, 43, 32, 29, 32
83, 49, 26, 18, 31
84, 55, 18, 24, 33
85, 47, 32, 22, 35
86, 52, 20, 35, 23
87, 43, 23, 13, 35
88, 43, 15, 25, 23
89, 57, 19, 19, 26
90, 46, 24, 18, 31
91, 65, 25, 21, 29
92, 32, 17, 18, 30
93, 48, 17, 27, 21
94, 48, 24, 22, 27
95, 42, 18, 17, 24
96, 56, 30, 15, 33
97, 65, 17, 15, 39
98, 49, 18, 19, 33
99, 70, 12, 17, 28
100, 57, 15, 14, 21
101, 58, 15, 17, 23
102, 81, 12, 21, 27
103, 69, 18, 13, 29
104, 66, 16, 25, 18
105, 84, 21, 13, 30
106, 79, 10, 21, 27
107, 66, 15, 16, 22
108, 74, 21, 18, 23
109, 87, 23, 12, 24
110, 65, 19, 25, 13
111, 79, 13, 10, 28
112, 74, 17, 20, 19
