Channel:,Lum, Red, Green, Blue
Means:,2.4882228, 2.4343195, 2.2450488, 3.7852767
Note: Peaks measured from 20% upward
Peaks:,1405, 7697, 7373, 6966
PeaksLevels:,255, 255, 255, 255
0, 105814, 461384, 671619, 197580
1, 2419665, 2709738, 3425358, 811057
2, 4117673, 3192245, 2808625, 1930472
3, 1339730, 1324638, 893963, 2270319
4, 188261, 379365, 287924, 1568074
5, 32662, 108893, 92962, 798887
6, 13489, 35064, 30470, 356851
7, 8448, 13928, 12333, 157028
8, 5491, 7064, 7042, 70351
9, 3808, 4623, 4922, 33932
10, 2767, 3268, 3947, 18550
11, 2157, 2603, 3173, 9941
12, 1799, 2217, 2469, 6388
13, 1609, 1964, 2077, 4488
14, 1428, 1828, 1746, 3398
15, 1319, 1626, 1580, 2696
16, 1141, 1450, 1350, 2286
17, 1199, 1358, 1167, 1897
18, 1016, 1266, 1034, 1685
19, 955, 1131, 933, 1477
20, 926, 1059, 818, 1216
21, 852, 951, 734, 1208
22, 814, 835, 680, 1108
23, 775, 788, 661, 987
24, 690, 753, 660, 938
25, 711, 715, 609, 848
26, 629, 692, 575, 849
27, 644, 660, 502, 717
28, 541, 621, 503, 731
29, 555, 570, 431, 674
30, 496, 549, 476, 623
31, 499, 518, 436, 655
32, 438, 509, 446, 556
33, 432, 499, 435, 528
34, 366, 406, 387, 513
35, 380, 389, 412, 520
36, 350, 359, 411, 517
37, 358, 329, 359, 451
38, 344, 374, 337, 520
39, 311, 333, 328, 452
40, 305, 304, 311, 454
41, 315, 311, 303, 417
42, 295, 305, 293, 394
43, 330, 304, 309, 411
44, 288, 306, 282, 368
45, 291, 265, 278, 354
46, 287, 261, 279, 320
47, 310, 247, 271, 337
48, 288, 281, 290, 352
49, 269, 240, 302, 316
50, 273, 234, 266, 298
51, 271, 232, 272, 329
52, 245, 203, 246, 305
53, 251, 214, 230, 300
54, 205, 205, 251, 305
55, 248, 212, 232, 275
56, 202, 183, 227, 259
57, 206, 226, 286, 290
58, 233, 160, 229, 260
59, 201, 211, 236, 253
60, 225, 159, 206, 233
61, 187, 184, 229, 261
62, 181, 163, 214, 247
63, 191, 190, 210, 246
64, 167, 171, 179, 219
65, 190, 153, 223, 231
66, 197, 181, 201, 241
67, 173, 156, 188, 223
68, 162, 158, 203, 230
69, 168, 139, 207, 195
70, 164, 145, 186, 200
71, 157, 145, 158, 167
72, 189, 139, 172, 196
73, 143, 127, 164, 240
74, 174, 146, 147, 178
75, 183, 151, 166, 194
76, 173, 127, 146, 188
77, 164, 138, 166, 182
78, 173, 114, 165, 185
79, 156, 145, 168, 129
80, 159, 111, 139, 204
81, 153, 125, 151, 187
82, 129, 133, 138, 173
83, 140, 109, 145, 127
84, 146, 124, 149, 143
85, 148, 126, 128, 142
86, 137, 115, 139, 164
87, 144, 139, 129, 145
88, 128, 117, 129, 158
89, 142, 130, 120, 138
90, 144, 148, 112, 140
91, 121, 143, 142, 159
92, 142, 152, 130, 140
93, 134, 107, 120, 122
94, 121, 132, 118, 148
95, 151, 133, 116, 149
96, 162, 133, 116, 156
97, 155, 131, 103, 155
98, 161, 133, 123, 136
99, 184, 126, 95, 140
100, 178, 123, 103, 124
101, 176, 125, 115, 142
102, 192, 116, 103, 131
103, 159, 130, 102, 123
104, 167, 131, 93, 137
105, 194, 123, 93, 114
106, 197, 115, 88, 120
107, 204, 121, 81, 110
108, 232, 103, 87, 129
109, 225, 130, 101, 133
110, 215, 135, 103, 156
111, 208, 121, 93, 123
112, 226, 131, 96, 133
113, 212, 111, 94, 126
114, 202, 96, 97, 122
115, 197, 81, 103, 96
116, 204, 90, 86, 120
117, 203, 67, 91, 152
118, 202, 94, 96, 117
119, 179, 82, 87, 129
120, 159, 61, 99, 127
121, 153, 88, 98, 133
122, 148, 76, 89, 122
123, 144, 60, 105, 124
124, 128, 78, 99, 126
125, 121, 57, 88, 127
126, 120, 68, 85, 121
127, 114, 52, 91, 132
128, 113, 64, 92, 134
129, 112, 58, 75, 133
130, 108, 59, 88, 111
131, 101, 52, 77, 126
132, 131, 57, 60, 120
133, 101, 54, 75, 119
134, 104, 57, 76, 104
135, 120, 54, 91, 113
136, 112, 55, 66, 126
137, 103, 59, 89, 112
138, 113, 54, 91, 100
139, 103, 49, 83, 114
140, 120, 63, 83, 79
141, 110, 55, 82, 109
142, 112, 36, 70, 84
143, 122, 60, 88, 99
144, 137, 52, 82, 102
145, 112, 40, 89, 101
146, 133, 50, 76, 90
147, 139, 49, 64, 103
148, 115, 55, 81, 109
149, 107, 52, 66, 85
150, 139, 50, 89, 70
151, 115, 49, 68, 92
152, 118, 40, 78, 91
