Channel:,Lum, Red, Green, Blue
Means:,1.2966595, 1.4082203, 1.254868, 2.4609168
Note: Peaks measured from 20% upward
Peaks:,835, 2900, 2724, 1730
PeaksLevels:,255, 255, 255, 255
0, 4477, 13472, 169177, 1156
1, 7919742, 6981836, 7843557, 167161
2, 293152, 1209987, 213692, 6409961
3, 19801, 35191, 17565, 1584652
4, 9426, 11153, 8568, 65445
5, 6339, 5460, 5360, 13478
6, 4569, 3692, 3917, 7460
7, 3306, 2921, 3044, 4889
8, 2496, 2323, 2205, 3455
9, 1932, 1849, 1784, 2752
10, 1590, 1541, 1363, 2417
11, 1428, 1238, 1209, 1822
12, 1189, 998, 1035, 1532
13, 1000, 905, 845, 1308
14, 850, 787, 758, 1118
15, 814, 745, 697, 998
16, 647, 670, 697, 894
17, 617, 589, 577, 831
18, 548, 556, 533, 762
19, 561, 479, 458, 699
20, 506, 454, 453, 643
21, 470, 459, 405, 583
22, 446, 440, 388, 502
23, 423, 404, 395, 474
24, 385, 374, 356, 433
25, 412, 308, 348, 389
26, 349, 304, 321, 388
27, 308, 312, 296, 344
28, 323, 300, 264, 314
29, 305, 261, 293, 367
30, 305, 232, 275, 319
31, 279, 266, 270, 313
32, 286, 237, 237, 307
33, 251, 224, 200, 262
34, 220, 234, 199, 265
35, 230, 199, 195, 243
36, 241, 209, 200, 253
37, 215, 228, 229, 249
38, 204, 191, 179, 232
39, 210, 179, 219, 228
40, 206, 154, 182, 227
41, 204, 154, 161, 205
42, 189, 165, 153, 186
43, 188, 175, 165, 213
44, 173, 169, 122, 180
45, 169, 175, 142, 192
46, 151, 147, 152, 178
47, 125, 143, 132, 189
48, 154, 138, 135, 184
49, 162, 137, 144, 152
50, 164, 127, 134, 155
51, 133, 134, 134, 165
52, 142, 123, 107, 168
53, 129, 115, 122, 164
54, 137, 126, 111, 124
55, 150, 115, 102, 137
56, 135, 95, 103, 128
57, 139, 133, 115, 135
58, 96, 113, 80, 139
59, 131, 103, 78, 131
60, 113, 101, 88, 116
61, 104, 76, 88, 137
62, 111, 73, 66, 108
63, 115, 98, 74, 109
64, 87, 107, 52, 113
65, 98, 93, 54, 128
66, 100, 84, 55, 113
67, 89, 81, 98, 105
68, 83, 98, 67, 90
69, 86, 74, 58, 102
70, 94, 58, 89, 104
71, 88, 75, 86, 102
72, 104, 53, 74, 97
73, 87, 69, 70, 108
74, 87, 61, 75, 89
75, 81, 60, 60, 112
76, 73, 50, 68, 102
77, 92, 69, 56, 89
78, 75, 74, 56, 98
79, 63, 55, 62, 93
80, 78, 49, 49, 77
81, 63, 71, 65, 86
82, 70, 56, 48, 84
83, 69, 72, 55, 104
84, 60, 54, 42, 76
85, 63, 50, 53, 83
86, 46, 52, 65, 97
87, 73, 46, 55, 76
88, 68, 41, 46, 62
89, 66, 50, 55, 98
90, 63, 46, 54, 82
91, 70, 52, 48, 57
92, 54, 44, 69, 76
93, 66, 49, 60, 66
94, 64, 41, 50, 66
95, 58, 45, 51, 48
96, 61, 42, 48, 80
97, 59, 46, 44, 63
98, 79, 61, 55, 77
99, 55, 43, 43, 72
100, 65, 38, 56, 68
101, 59, 44, 42, 69
102, 65, 43, 39, 62
103, 62, 60, 38, 71
104, 70, 48, 48, 67
105, 54, 51, 37, 78
106, 67, 43, 31, 53
107, 57, 30, 32, 60
108, 59, 43, 36, 64
109, 41, 42, 35, 71
110, 46, 44, 34, 53
111, 46, 36, 30, 64
112, 44, 35, 36, 48
113, 46, 37, 32, 52
114, 54, 39, 40, 47
115, 51, 46, 20, 46
116, 41, 37, 29, 55
117, 57, 33, 30, 58
118, 52, 32, 29, 57
119, 46, 44, 29, 41
120, 42, 35, 31, 46
121, 47, 40, 23, 46
122, 48, 33, 28, 40
123, 50, 35, 21, 58
124, 39, 30, 36, 39
125, 35, 35, 22, 42
126, 32, 38, 26, 56
127, 55, 34, 26, 47
128, 40, 33, 32, 46
129, 40, 33, 30, 33
130, 33, 35, 28, 35
131, 43, 28, 25, 41
132, 41, 30, 35, 53
133, 54, 26, 20, 34
134, 37, 45, 33, 46
135, 36, 28, 29, 45
136, 42, 27, 29, 41
137, 44, 37, 41, 52
138, 33, 31, 33, 44
139, 30, 17, 26, 36
140, 50, 29, 32, 36
141, 49, 29, 17, 26
142, 44, 38, 27, 47
143, 43, 35, 20, 37
144, 45, 35, 28, 27
145, 41, 32, 28, 43
146, 45, 29, 26, 39
147, 35, 25, 21, 44
148, 38, 28, 21, 46
149, 42, 33, 22, 33
150, 46, 25, 24, 45
151, 30, 20, 21, 55
152, 34, 33, 19, 36
153, 38, 21, 28, 36
154, 43, 15, 26, 36
155, 33, 19, 16, 43
156, 42, 18, 23, 32
157, 38, 19, 29, 34
158, 37, 21, 21, 42
159, 38, 17, 24, 36
160, 42, 15, 24, 33
161, 44, 20, 18, 28
162, 44, 19, 15, 42
163, 32, 9, 17, 33
164, 43, 15, 24, 39
165, 49, 24, 20, 39
166, 44, 18, 23, 39
167, 39, 17, 14, 27
168, 34, 22, 19, 32
169, 38, 16, 22, 25
170, 37, 18, 24, 26
171, 38, 15, 24, 31
172, 38, 18, 18, 33
173, 29, 15, 24, 35
174, 34, 17, 15, 34
175, 31, 19, 18, 27
176, 58, 13, 12, 32
177, 79, 13, 22, 26
178, 72, 19, 16, 31
179, 57, 20, 24, 27
180, 83, 15, 18, 36
181, 48, 20, 23, 35
182, 52, 13, 12, 40
183, 47, 17, 26, 44
184, 54, 25, 28, 24
185, 40, 25, 17, 36
186, 61, 25, 14, 33
187, 50, 18, 25, 34
188, 45, 22, 36, 30
189, 33, 26, 21, 33
190, 25, 24, 28, 25
191, 41, 15, 29, 42
192, 43, 23, 29, 31
193, 42, 20, 25, 30
194, 38, 27, 30, 35
195, 31, 26, 31, 30
196, 31, 25, 28, 37
197, 35, 22, 36, 29
198, 35, 27, 26, 26
199, 27, 20, 25, 43
200, 41, 13, 34, 32
201, 40, 17, 18, 28
202, 30, 11, 28, 43
203, 44, 30, 27, 26
204, 36, 14, 18, 24
205, 40, 17, 29, 31
206, 37, 11, 29, 31
207, 37, 19, 16, 28
208, 35, 14, 28, 19
209, 27, 21, 20, 31
210, 40, 15, 30, 42
211, 44, 17, 19, 34
212, 46, 32, 24, 32
213, 52, 18, 21, 14
214, 50, 25, 17, 27
215, 32, 24, 23, 32
216, 32, 22, 22, 24
217, 42, 13, 34, 33
218, 32, 20, 25, 36
219, 28, 25, 28, 26
220, 29, 27, 19, 26
221, 28, 23, 22, 34
222, 29, 23, 28, 26
223, 30, 29, 32, 46
224, 45, 33, 31, 27
225, 43, 24, 14, 37
226, 31, 36, 21, 30
227, 28, 22, 32, 45
228, 35, 19, 19, 32
229, 27, 22, 16, 32
230, 33, 19, 18, 38
231, 37, 21, 18, 30
232, 29, 26, 13, 49
233, 20, 28, 16, 41
234, 24, 30, 22, 19
235, 31, 29, 26, 25
236, 31, 18, 27, 34
237, 33, 25, 16, 23
238, 34, 26, 18, 28
239, 31, 25, 21, 33
240, 49, 23, 17, 35
241, 33, 32, 21, 26
242, 46, 25, 22, 32
243, 49, 19, 17, 32
244, 44, 25, 21, 38
245, 47, 24, 19, 20
246, 38, 34, 26, 28
247, 61, 23, 15, 26
248, 44, 27, 13, 27
249, 33, 16, 20, 30
250, 53, 26, 31, 16
251, 47, 21, 25, 23
252, 46, 26, 27, 16
253, 41, 28, 25, 12
254, 40, 28, 20, 17
255, 835, 2900, 2724, 1730
