Channel:,Lum, Red, Green, Blue
Means:,3.2612326, 2.9076529, 2.5354075, 5.3403974
Note: Peaks measured from 20% upward
Peaks:,745, 3029, 5327, 6758
PeaksLevels:,255, 255, 255, 255
0, 28215, 451019, 627907, 201804
1, 649069, 1335591, 2018872, 299679
2, 2440595, 2420941, 2901299, 656171
3, 3022710, 2168673, 1663204, 1182149
4, 1523883, 1103254, 611490, 1491383
5, 429963, 453712, 232715, 1479491
6, 98748, 180893, 109714, 1150101
7, 28447, 75560, 44211, 777921
8, 12527, 35398, 21726, 432805
9, 7624, 15807, 10078, 240137
10, 5306, 8888, 6218, 143736
11, 3972, 5481, 3999, 80574
12, 3094, 3723, 3157, 42828
13, 2555, 2769, 2472, 25925
14, 2201, 2173, 1968, 16429
15, 1942, 1709, 1791, 11640
16, 1688, 1456, 1465, 7344
17, 1424, 1334, 1414, 5223
18, 1300, 1145, 1253, 4244
19, 1160, 932, 1120, 2949
20, 952, 857, 1028, 2457
21, 777, 761, 963, 2215
22, 756, 675, 920, 1855
23, 649, 626, 781, 1561
24, 571, 615, 751, 1300
25, 489, 577, 686, 1170
26, 477, 493, 625, 1138
27, 409, 454, 567, 1006
28, 398, 390, 543, 915
29, 359, 378, 571, 822
30, 330, 369, 456, 738
31, 323, 360, 445, 760
32, 321, 332, 397, 627
33, 272, 318, 360, 610
34, 281, 328, 319, 584
35, 261, 268, 304, 506
36, 275, 266, 318, 505
37, 239, 242, 262, 463
38, 255, 221, 259, 426
39, 205, 255, 228, 403
40, 209, 229, 232, 347
41, 226, 217, 242, 398
42, 181, 191, 212, 345
43, 190, 209, 178, 290
44, 201, 175, 173, 298
45, 181, 173, 204, 297
46, 169, 141, 143, 265
47, 181, 189, 160, 250
48, 160, 167, 143, 230
49, 163, 175, 161, 247
50, 146, 141, 134, 237
51, 130, 145, 140, 190
52, 140, 139, 153, 212
53, 148, 139, 122, 223
54, 137, 148, 142, 211
55, 141, 130, 128, 171
56, 111, 140, 143, 149
57, 115, 141, 101, 131
58, 116, 119, 128, 163
59, 127, 139, 128, 158
60, 117, 134, 120, 155
61, 104, 114, 129, 147
62, 115, 107, 99, 121
63, 115, 105, 94, 114
64, 112, 109, 124, 134
65, 97, 107, 99, 133
66, 98, 115, 115, 103
67, 110, 103, 86, 99
68, 88, 103, 88, 107
69, 115, 98, 82, 90
70, 110, 89, 89, 118
71, 104, 93, 86, 110
72, 79, 102, 96, 115
73, 77, 99, 91, 117
74, 97, 107, 82, 91
75, 88, 97, 89, 113
76, 100, 87, 75, 91
77, 92, 87, 87, 81
78, 63, 78, 74, 80
79, 85, 77, 80, 97
80, 101, 86, 80, 87
81, 68, 92, 79, 75
82, 97, 93, 97, 75
83, 87, 78, 58, 94
84, 84, 63, 81, 91
85, 74, 87, 58, 68
86, 86, 63, 67, 62
87, 77, 82, 69, 79
88, 84, 74, 52, 65
89, 83, 93, 68, 97
90, 85, 78, 63, 67
91, 77, 85, 57, 66
92, 86, 60, 79, 65
93, 90, 68, 58, 66
94, 70, 72, 57, 71
95, 81, 75, 50, 73
96, 94, 76, 59, 72
97, 94, 70, 60, 65
98, 94, 74, 64, 59
99, 100, 64, 57, 51
100, 120, 49, 52, 73
101, 103, 53, 58, 56
102, 107, 67, 72, 65
103, 90, 48, 54, 56
104, 102, 51, 57, 51
105, 114, 65, 52, 66
106, 110, 62, 54, 53
107, 87, 57, 60, 57
108, 87, 62, 50, 58
109, 84, 50, 50, 56
110, 101, 54, 54, 57
111, 97, 55, 65, 62
112, 85, 39, 52, 59
113, 81, 46, 62, 48
114, 95, 46, 58, 48
115, 88, 52, 45, 71
116, 74, 53, 39, 53
117, 86, 41, 48, 45
118, 70, 39, 38, 47
119, 74, 47, 54, 51
120, 90, 49, 47, 48
121, 74, 54, 45, 57
122, 72, 55, 42, 61
123, 84, 41, 36, 37
124, 62, 40, 39, 40
125, 65, 47, 46, 50
126, 76, 37, 54, 47
127, 68, 51, 43, 40
128, 83, 49, 43, 58
129, 73, 60, 32, 59
130, 57, 42, 34, 49
131, 61, 28, 42, 50
132, 73, 39, 46, 59
133, 80, 45, 40, 42
134, 66, 39, 32, 46
135, 67, 25, 39, 43
136, 65, 32, 31, 50
137, 55, 46, 41, 58
138, 66, 38, 37, 51
139, 58, 42, 34, 42
140, 59, 33, 41, 42
141, 61, 39, 40, 53
142, 75, 38, 33, 35
143, 68, 37, 42, 55
144, 72, 33, 48, 42
145, 53, 28, 39, 42
146, 58, 35, 41, 46
147, 69, 40, 31, 39
148, 66, 27, 36, 54
149, 62, 25, 39, 43
150, 69, 30, 36, 54
151, 61, 22, 47, 35
152, 72, 38, 41, 39
153, 69, 35, 39, 28
154, 56, 28, 32, 45
155, 62, 48, 37, 42
156, 60, 29, 29, 40
157, 50, 32, 33, 35
158, 70, 33, 43, 44
159, 68, 27, 29, 47
160, 79, 35, 37, 29
161, 62, 34, 32, 40
162, 72, 37, 33, 33
163, 47, 24, 27, 43
164, 58, 31, 31, 40
165, 68, 25, 33, 51
166, 65, 29, 25, 50
167, 58, 29, 47, 35
168, 73, 28, 35, 47
169, 59, 47, 35, 39
170, 60, 27, 38, 27
171, 64, 30, 42, 47
172, 74, 34, 31, 42
173, 69, 27, 28, 30
174, 75, 20, 38, 31
175, 70, 33, 30, 45
176, 83, 26, 26, 50
177, 80, 27, 33, 33
178, 88, 23, 26, 51
179, 83, 32, 22, 42
180, 114, 28, 42, 42
181, 104, 26, 24, 45
182, 100, 27, 33, 24
183, 100, 24, 28, 40
184, 114, 29, 28, 38
185, 89, 40, 28, 36
186, 109, 20, 26, 28
187, 112, 22, 38, 47
188, 103, 25, 29, 44
189, 122, 21, 29, 39
190, 103, 27, 27, 38
191, 102, 32, 34, 27
192, 117, 26, 31, 35
193, 114, 21, 19, 42
194, 95, 37, 28, 36
195, 109, 36, 33, 38
196, 84, 26, 27, 41
197, 105, 26, 27, 37
198, 89, 30, 43, 29
199, 95, 36, 26, 30
200, 86, 29, 35, 38
201, 81, 37, 34, 41
202, 76, 32, 32, 32
203, 82, 23, 28, 45
204, 76, 19, 31, 28
205, 73, 36, 26, 39
206, 75, 36, 31, 33
207, 82, 34, 34, 41
208, 70, 39, 31, 37
209, 59, 26, 29, 40
210, 75, 24, 31, 39
211, 75, 34, 33, 30
212, 70, 33, 43, 46
213, 68, 34, 45, 45
214, 75, 26, 36, 29
215, 81, 26, 37, 51
216, 66, 15, 32, 46
217, 63, 27, 31, 24
218, 64, 30, 32, 42
219, 81, 37, 34, 27
220, 70, 31, 44, 29
221, 74, 23, 42, 40
222, 67, 32, 33, 41
223, 56, 29, 44, 28
224, 59, 36, 28, 38
225, 71, 34, 29, 34
226, 80, 28, 29, 28
227, 62, 40, 28, 28
228, 65, 39, 36, 29
229, 84, 17, 49, 31
230, 75, 35, 41, 39
231, 60, 42, 26, 41
232, 85, 29, 46, 61
233, 71, 39, 29, 45
234, 84, 20, 38, 34
235, 73, 13, 28, 47
236, 67, 30, 40, 31
237, 75, 32, 50, 17
238, 55, 28, 32, 49
239, 62, 43, 36, 43
240, 68, 35, 41, 31
241, 59, 31, 43, 24
242, 63, 21, 32, 40
243, 63, 40, 43, 51
244, 63, 26, 31, 46
245, 62, 19, 41, 36
246, 75, 25, 40, 35
247, 65, 24, 42, 26
248, 52, 20, 41, 31
249, 65, 36, 31, 44
250, 68, 25, 25, 37
251, 54, 23, 44, 33
252, 44, 30, 34, 34
253, 43, 28, 51, 44
254, 69, 28, 38, 54
255, 745, 3029, 5327, 6758
