Channel:,Lum, Red, Green, Blue
Means:,0.62893254, 0.777888, 0.7302134, 1.6327407
Note: Peaks measured from 20% upward
Peaks:,996, 4167, 6121, 7929
PeaksLevels:,255, 255, 255, 255
0, 7030592, 5033548, 6241659, 837996
1, 1130979, 3130150, 1918512, 6141630
2, 36421, 53387, 41761, 1136648
3, 17199, 15154, 17478, 67167
4, 10291, 7890, 10036, 20053
5, 6245, 4908, 6056, 12494
6, 4275, 3570, 4114, 8891
7, 3481, 2942, 3254, 6627
8, 2958, 2411, 2821, 4912
9, 2611, 1892, 2371, 3571
10, 2340, 1629, 2102, 2858
11, 2211, 1417, 1781, 2304
12, 2080, 1335, 1653, 1948
13, 1850, 1224, 1543, 1702
14, 1673, 1149, 1329, 1427
15, 1400, 1024, 1277, 1319
16, 1270, 945, 1219, 1253
17, 1157, 889, 1108, 1182
18, 1051, 782, 1031, 1059
19, 980, 774, 898, 1003
20, 861, 687, 883, 944
21, 720, 614, 789, 912
22, 658, 568, 807, 825
23, 602, 546, 769, 769
24, 573, 520, 856, 708
25, 532, 502, 757, 711
26, 470, 448, 726, 689
27, 488, 440, 627, 688
28, 440, 407, 538, 604
29, 446, 380, 472, 651
30, 389, 365, 409, 629
31, 380, 398, 378, 631
32, 300, 364, 360, 586
33, 355, 326, 368, 558
34, 325, 320, 346, 519
35, 316, 286, 326, 547
36, 293, 307, 301, 493
37, 319, 324, 290, 480
38, 286, 259, 287, 435
39, 256, 271, 247, 371
40, 258, 281, 266, 347
41, 286, 249, 253, 355
42, 232, 279, 238, 290
43, 261, 252, 230, 309
44, 228, 253, 227, 263
45, 262, 206, 226, 284
46, 223, 242, 220, 243
47, 218, 222, 194, 241
48, 235, 250, 195, 249
49, 251, 225, 182, 232
50, 188, 219, 177, 214
51, 207, 215, 201, 224
52, 168, 189, 169, 239
53, 184, 175, 186, 213
54, 178, 203, 168, 202
55, 165, 191, 171, 178
56, 152, 195, 186, 192
57, 172, 172, 157, 173
58, 165, 173, 150, 179
59, 151, 134, 146, 174
60, 143, 140, 155, 149
61, 139, 153, 157, 177
62, 153, 147, 149, 150
63, 157, 135, 146, 164
64, 136, 138, 153, 159
65, 121, 151, 122, 137
66, 124, 126, 119, 147
67, 141, 143, 138, 144
68, 129, 122, 138, 134
69, 133, 112, 111, 144
70, 116, 114, 129, 119
71, 140, 141, 132, 148
72, 113, 128, 130, 132
73, 124, 106, 115, 113
74, 113, 112, 115, 114
75, 122, 108, 125, 116
76, 107, 105, 126, 114
77, 116, 101, 113, 109
78, 130, 101, 120, 117
79, 97, 109, 104, 108
80, 113, 113, 103, 104
81, 114, 85, 112, 92
82, 100, 91, 98, 104
83, 108, 92, 94, 87
84, 93, 111, 82, 92
85, 80, 86, 86, 86
86, 99, 90, 104, 93
87, 120, 85, 72, 85
88, 113, 101, 90, 92
89, 113, 90, 84, 89
90, 95, 94, 98, 100
91, 97, 75, 91, 103
92, 113, 84, 76, 74
93, 93, 110, 84, 88
94, 102, 87, 78, 89
95, 86, 89, 85, 86
96, 107, 67, 83, 97
97, 123, 72, 88, 66
98, 119, 83, 90, 75
99, 124, 58, 64, 77
100, 123, 64, 66, 70
101, 137, 88, 62, 47
102, 127, 83, 90, 85
103, 127, 72, 65, 78
104, 135, 76, 66, 85
105, 117, 66, 70, 89
106, 132, 74, 68, 88
107, 127, 79, 68, 71
108, 110, 62, 58, 79
109, 114, 62, 69, 73
110, 118, 71, 63, 77
111, 118, 75, 74, 78
112, 103, 64, 73, 58
113, 121, 64, 59, 73
114, 113, 65, 62, 60
115, 108, 61, 64, 55
116, 89, 69, 59, 67
117, 102, 54, 62, 67
118, 101, 63, 60, 75
119, 123, 48, 53, 75
120, 104, 67, 54, 64
121, 87, 59, 68, 70
122, 86, 56, 61, 72
123, 108, 48, 57, 63
124, 106, 46, 59, 65
125, 101, 62, 44, 80
126, 99, 48, 60, 57
127, 88, 57, 49, 72
128, 101, 58, 70, 67
129, 105, 50, 49, 58
130, 100, 42, 55, 58
131, 99, 50, 59, 68
132, 88, 47, 61, 51
133, 82, 34, 56, 59
134, 75, 67, 50, 60
135, 90, 50, 66, 56
136, 101, 48, 45, 58
137, 84, 51, 51, 58
138, 71, 59, 49, 61
139, 86, 43, 52, 50
140, 94, 54, 47, 65
141, 94, 38, 46, 49
142, 99, 53, 49, 63
143, 75, 44, 48, 64
144, 83, 47, 46, 50
145, 79, 45, 49, 57
146, 78, 48, 54, 54
147, 74, 42, 39, 67
148, 69, 46, 56, 59
149, 77, 36, 46, 52
150, 78, 38, 50, 55
151, 84, 43, 31, 64
152, 91, 43, 47, 56
153, 89, 31, 43, 60
154, 74, 35, 54, 59
155, 76, 51, 50, 60
156, 86, 39, 39, 41
157, 80, 52, 40, 44
158, 70, 28, 52, 55
159, 69, 32, 44, 61
160, 74, 32, 42, 56
161, 77, 27, 58, 50
162, 74, 37, 42, 39
163, 85, 32, 41, 48
164, 86, 32, 36, 39
165, 79, 23, 40, 44
166, 97, 30, 47, 51
167, 76, 31, 46, 48
168, 81, 28, 42, 53
169, 83, 26, 53, 30
170, 72, 24, 42, 61
171, 84, 35, 53, 39
172, 77, 30, 35, 49
173, 76, 25, 42, 43
174, 90, 38, 36, 55
175, 94, 25, 56, 47
