Channel:,Lum, Red, Green, Blue
Means:,1.4051685, 1.4751425, 1.2863342, 2.3688455
Note: Peaks measured from 20% upward
Peaks:,1521, 8765, 7622, 7119
PeaksLevels:,255, 255, 255, 255
0, 2227780, 1926419, 3429776, 200199
1, 5753739, 5623970, 4376986, 3248942
2, 189866, 595198, 359172, 3794453
3, 25897, 54413, 34873, 792818
4, 11896, 14717, 13081, 129352
5, 8333, 7558, 7727, 30266
6, 6382, 5126, 5408, 12470
7, 4442, 3840, 4442, 7529
8, 3069, 3179, 3501, 5410
9, 2308, 2663, 2801, 4188
10, 2014, 2410, 2058, 3708
11, 1614, 2073, 1766, 2975
12, 1497, 1966, 1506, 2570
13, 1322, 1738, 1506, 2146
14, 1254, 1655, 1336, 1949
15, 1184, 1505, 1303, 1595
16, 992, 1322, 1221, 1358
17, 1033, 1370, 1121, 1206
18, 937, 1211, 1059, 1106
19, 880, 1113, 1003, 991
20, 780, 1000, 881, 928
21, 866, 943, 823, 922
22, 791, 911, 769, 804
23, 758, 864, 665, 789
24, 682, 827, 686, 720
25, 770, 728, 606, 759
26, 695, 698, 566, 686
27, 654, 618, 554, 650
28, 582, 631, 574, 623
29, 544, 573, 535, 618
30, 538, 530, 528, 585
31, 518, 459, 488, 559
32, 484, 446, 450, 554
33, 389, 440, 457, 572
34, 416, 391, 444, 541
35, 391, 383, 435, 541
36, 369, 362, 402, 546
37, 383, 348, 411, 555
38, 375, 338, 392, 522
39, 345, 329, 412, 487
40, 339, 278, 383, 504
41, 331, 300, 354, 502
42, 357, 308, 346, 464
43, 313, 275, 329, 449
44, 340, 307, 312, 439
45, 291, 266, 299, 398
46, 308, 280, 291, 384
47, 258, 269, 269, 381
48, 268, 266, 308, 381
49, 273, 231, 247, 338
50, 272, 278, 247, 346
51, 283, 260, 248, 317
52, 270, 274, 247, 363
53, 262, 230, 232, 315
54, 290, 254, 211, 300
55, 261, 259, 239, 302
56, 207, 223, 208, 311
57, 239, 217, 198, 301
58, 208, 235, 194, 300
59, 228, 170, 201, 284
60, 217, 227, 205, 287
61, 233, 190, 202, 283
62, 191, 191, 195, 257
63, 181, 201, 194, 273
64, 203, 162, 201, 295
65, 177, 170, 195, 277
66, 218, 160, 208, 265
67, 184, 165, 194, 236
68, 208, 162, 170, 242
69, 200, 160, 176, 244
70, 182, 171, 183, 250
71, 206, 145, 170, 238
72, 191, 154, 181, 269
73, 193, 138, 173, 264
74, 185, 131, 188, 231
75, 183, 164, 176, 219
76, 182, 140, 151, 198
77, 188, 153, 158, 188
78, 201, 146, 156, 213
79, 199, 155, 131, 161
80, 174, 130, 111, 202
81, 185, 151, 128, 198
82, 208, 114, 151, 201
83, 201, 150, 144, 183
84, 181, 154, 145, 189
85, 197, 127, 144, 183
86, 172, 123, 143, 166
87, 171, 143, 136, 175
88, 166, 145, 121, 198
89, 190, 139, 131, 155
90, 171, 126, 132, 168
91, 180, 155, 129, 171
92, 171, 162, 138, 166
93, 211, 134, 113, 187
94, 184, 155, 105, 167
95, 206, 131, 118, 186
96, 247, 116, 112, 161
97, 228, 128, 127, 169
98, 255, 147, 115, 142
99, 298, 136, 122, 141
100, 273, 127, 112, 154
101, 315, 126, 119, 148
102, 321, 107, 119, 150
103, 297, 129, 120, 161
104, 318, 128, 110, 151
105, 285, 111, 124, 164
106, 262, 106, 103, 162
107, 232, 108, 105, 134
108, 235, 110, 98, 136
109, 223, 87, 99, 146
110, 219, 74, 110, 167
111, 207, 86, 111, 118
112, 189, 89, 98, 145
113, 181, 85, 100, 182
114, 180, 81, 117, 142
115, 136, 86, 113, 144
