Channel:,Lum, Red, Green, Blue
Means:,4.7847223, 4.577883, 3.6134343, 7.1630125
Note: Peaks measured from 20% upward
Peaks:,753, 4079, 4402, 3476
PeaksLevels:,255, 255, 255, 255
0, 7707, 336012, 563060, 289509
1, 149916, 491541, 844602, 214323
2, 717955, 972429, 1619827, 349470
3, 1554722, 1435868, 2025826, 555343
4, 2080953, 1578375, 1441149, 783087
5, 1820727, 1334847, 857209, 950669
6, 1090188, 908434, 395651, 972850
7, 495035, 535520, 227872, 983272
8, 193364, 294318, 112418, 858621
9, 73313, 156876, 73150, 682173
10, 30374, 91326, 37221, 505006
11, 14770, 46101, 24430, 356135
12, 9073, 27445, 12751, 225467
13, 6217, 17078, 8286, 168702
14, 4504, 11147, 6000, 112752
15, 3478, 7550, 3923, 67961
16, 2762, 5374, 3221, 53544
17, 2353, 4022, 2321, 36798
18, 1880, 3213, 2046, 25657
19, 1583, 2565, 1552, 15750
20, 1373, 2189, 1471, 13679
21, 1154, 1824, 1187, 10004
22, 1023, 1738, 1173, 7261
23, 882, 1465, 897, 5593
24, 855, 1242, 911, 4278
25, 740, 1090, 793, 2921
26, 661, 919, 766, 2756
27, 602, 896, 660, 2307
28, 538, 828, 688, 2001
29, 506, 754, 557, 1467
30, 485, 652, 560, 1545
31, 451, 611, 454, 1300
32, 452, 563, 482, 1164
33, 405, 516, 409, 1042
34, 376, 429, 407, 958
35, 361, 393, 365, 824
36, 341, 398, 411, 773
37, 333, 361, 319, 764
38, 303, 321, 379, 697
39, 327, 377, 282, 650
40, 315, 308, 322, 602
41, 281, 275, 267, 609
42, 267, 280, 273, 518
43, 283, 246, 262, 512
44, 268, 276, 301, 411
45, 232, 236, 218, 460
46, 244, 236, 254, 438
47, 242, 218, 205, 397
48, 221, 193, 215, 359
49, 245, 170, 174, 392
50, 235, 204, 200, 359
51, 237, 201, 158, 342
52, 224, 171, 191, 317
53, 221, 184, 149, 347
54, 208, 165, 167, 294
55, 198, 155, 186, 284
56, 182, 159, 158, 279
57, 178, 141, 154, 271
58, 167, 141, 150, 241
59, 211, 140, 145, 245
60, 172, 139, 146, 255
61, 160, 118, 136, 226
62, 169, 143, 144, 199
63, 147, 138, 141, 240
64, 176, 110, 134, 196
65, 139, 138, 133, 212
66, 141, 152, 116, 188
67, 142, 118, 124, 185
68, 154, 117, 115, 182
69, 140, 136, 111, 183
70, 139, 118, 120, 153
71, 139, 131, 113, 172
72, 130, 90, 102, 172
73, 135, 96, 114, 149
74, 115, 76, 115, 140
75, 142, 103, 86, 179
76, 120, 100, 107, 153
77, 128, 108, 92, 126
78, 99, 115, 100, 131
79, 129, 102, 82, 158
80, 100, 106, 85, 117
81, 130, 102, 89, 114
82, 111, 107, 94, 136
83, 119, 87, 87, 153
84, 120, 85, 73, 105
85, 99, 96, 83, 149
86, 103, 97, 74, 132
87, 100, 84, 72, 111
88, 113, 69, 75, 136
89, 88, 96, 87, 135
90, 114, 78, 84, 115
91, 116, 79, 86, 108
92, 120, 82, 69, 119
93, 101, 81, 57, 98
94, 110, 65, 56, 124
95, 106, 73, 63, 134
96, 125, 78, 58, 86
97, 125, 87, 68, 106
98, 156, 83, 85, 106
99, 144, 75, 67, 109
100, 167, 66, 72, 104
101, 177, 62, 60, 116
102, 131, 54, 58, 119
103, 141, 64, 49, 128
104, 112, 58, 72, 93
105, 107, 53, 65, 125
106, 131, 53, 71, 95
107, 112, 64, 55, 118
108, 101, 62, 58, 101
109, 107, 40, 70, 97
110, 117, 45, 93, 78
111, 111, 48, 49, 96
112, 82, 38, 64, 101
113, 77, 54, 58, 82
114, 79, 54, 54, 98
115, 82, 50, 59, 87
116, 74, 46, 61, 85
117, 58, 43, 62, 93
118, 56, 31, 48, 88
119, 67, 42, 63, 88
120, 71, 46, 52, 88
121, 81, 33, 50, 76
122, 77, 37, 57, 82
123, 59, 39, 57, 68
124, 56, 44, 42, 82
125, 70, 39, 50, 91
126, 66, 38, 56, 82
127, 67, 35, 42, 84
128, 54, 38, 48, 102
129, 84, 40, 41, 80
130, 66, 38, 44, 67
131, 68, 30, 39, 86
132, 76, 38, 48, 78
133, 73, 36, 51, 77
134, 76, 28, 47, 84
135, 70, 33, 39, 83
136, 65, 20, 48, 74
137, 82, 30, 35, 71
138, 87, 22, 39, 68
139, 90, 26, 44, 58
140, 71, 28, 51, 70
141, 79, 22, 51, 66
142, 80, 29, 37, 74
143, 67, 33, 50, 70
144, 66, 33, 57, 56
145, 80, 29, 41, 50
146, 71, 35, 43, 70
147, 75, 38, 43, 50
148, 85, 25, 34, 57
149, 67, 30, 35, 63
150, 82, 22, 37, 59
151, 72, 33, 41, 57
152, 95, 24, 43, 67
153, 82, 25, 42, 52
154, 86, 36, 34, 49
155, 73, 26, 39, 60
156, 90, 21, 38, 62
157, 65, 20, 42, 47
158, 89, 29, 33, 68
159, 93, 18, 33, 50
160, 72, 35, 33, 49
161, 79, 32, 46, 48
162, 98, 19, 41, 45
163, 85, 20, 48, 48
164, 90, 25, 32, 51
165, 90, 26, 41, 58
166, 105, 23, 46, 46
167, 95, 19, 35, 59
168, 73, 25, 46, 54
169, 89, 19, 36, 52
