-4449.275879	97
-4444.848633	115
-4440.421875	117
-4435.994629	112
-4431.567383	149
-4427.140137	236
-4422.712891	243
-4418.286133	293
-4413.858887	352
-4409.431641	349
-4405.004395	344
-4400.577637	370
-4396.150391	362
-4391.723145	349
-4387.295898	342
-4382.868652	385
-4378.441895	428
-4374.014648	412
-4369.587402	381
-4365.160156	328
-4360.732910	362
-4356.306152	411
-4351.878906	361
-4347.451660	350
-4343.024414	365
-4338.597656	353
-4334.170410	336
-4329.743164	317
-4325.315918	306
-4320.888672	320
-4316.461914	355
-4312.034668	380
-4307.607422	410
-4303.180176	393
-4298.753418	357
-4294.326172	333
-4289.898926	322
-4285.471680	336
-4281.044434	361
-4276.617676	371
-4272.190430	354
-4267.763184	344
-4263.335938	346
-4258.908691	371
-4254.481934	377
-4250.054688	352
-4245.627441	356
-4241.200195	367
-4236.773438	370
-4232.346191	357
-4227.918945	330
-4223.491699	355
-4219.064453	354
-4214.637695	331
-4210.210449	328
-4205.783203	318
-4201.355957	325
-4196.929199	332
-4192.501953	376
-4188.074707	355
-4183.647461	320
-4179.220215	311
-4174.793457	318
-4170.366211	331
-4165.938965	316
-4161.511719	279
-4157.084473	301
-4152.657715	300
-4148.230469	340
-4143.803223	340
-4139.375977	281
-4134.949219	298
-4130.521973	301
-4126.094727	306
-4121.667480	295
-4117.240234	312
-4112.813477	304
-4108.386230	333
-4103.958984	321
-4099.531738	285
-4095.104736	269
-4090.677490	298
-4086.250488	331
-4081.823242	309
-4077.396240	287
-4072.968994	271
-4068.541992	293
-4064.114746	305
-4059.687500	272
-4055.260498	283
-4050.833252	290
-4046.406250	314
-4041.979004	307
-4037.552002	344
-4033.124756	331
-4028.697754	322
-4024.270508	297
-4019.843262	325
-4015.416260	314
-4010.989014	294
-4006.562012	251
-4002.134766	246
-3997.707764	277
-3993.280518	292
-3988.853271	265
-3984.426270	247
-3979.999023	235
-3975.572021	242
-3971.144775	257
-3966.717773	273
-3962.290527	284
-3957.863281	292
-3953.436279	297
-3949.009033	285
-3944.582031	265
-3940.154785	250
-3935.727783	281
-3931.300537	289
-3926.873291	310
-3922.446289	318
-3918.019043	314
-3913.592041	293
-3909.164795	276
-3904.737793	247
-3900.310547	255
-3895.883545	262
-3891.456299	264
-3887.029053	234
-3882.602051	220
-3878.174805	218
-3873.747803	279
-3869.320557	282
-3864.893555	243
-3860.466309	235
-3856.039063	256
-3851.612061	273
-3847.184814	277
-3842.757813	257
-3838.330566	225
-3833.903564	214
-3829.476318	232
-3825.049072	236
-3820.622070	253
-3816.194824	239
-3811.767822	232
-3807.340576	245
-3802.913574	249
-3798.486328	242
-3794.059082	231
-3789.632080	225
-3785.204834	224
-3780.777832	249
-3776.350586	235
-3771.923584	240
-3767.496338	266
-3763.069336	246
-3758.642090	250
-3754.214844	292
-3749.787842	265
-3745.360596	230
-3740.933594	223
-3736.506348	253
-3732.079346	263
-3727.652100	235
-3723.224854	228
-3718.797852	201
-3714.370605	216
-3709.943604	229
-3705.516357	215
-3701.089355	214
-3696.662109	222
-3692.234863	224
-3687.807861	223
-3683.380615	214
-3678.953613	225
-3674.526367	236
-3670.099365	225
-3665.672119	214
-3661.244873	201
-3656.817871	225
-3652.390625	223
-3647.963623	252
-3643.536377	243
-3639.109375	227
-3634.682129	221
-3630.255127	221
-3625.827881	223
-3621.400635	239
-3616.973633	229
-3612.546387	235
-3608.119385	249
-3603.692139	234
-3599.265137	238
-3594.837891	233
-3590.410645	243
-3585.983643	239
-3581.556396	214
-3577.129395	200
-3572.702148	222
-3568.275146	208
-3563.847900	216
-3559.420654	219
-3554.993652	211
-3550.566406	221
-3546.139404	202
-3541.712158	212
-3537.285156	204
-3532.857910	219
-3528.430664	241
-3524.003662	214
-3519.576416	197
-3515.149414	198
-3510.722168	230
-3506.295166	233
-3501.867920	224
-3497.440918	229
-3493.013672	266
-3488.586426	247
-3484.159424	194
-3479.732178	199
-3475.305176	214
-3470.877930	252
-3466.450928	241
-3462.023682	223
-3457.596436	182
-3453.169434	186
-3448.742188	203
-3444.315186	237
-3439.887939	257
-3435.460938	244
-3431.033691	206
-3426.606445	197
-3422.179443	203
-3417.752197	219
-3413.325195	258
-3408.897949	242
-3404.470947	227
-3400.043701	232
-3395.616455	226
-3391.189453	200
-3386.762207	206
-3382.335205	241
-3377.907959	265
-3373.480957	227
-3369.053711	213
-3364.626709	245
-3360.199463	221
-3355.772217	213
-3351.345215	250
-3346.917969	268
-3342.490967	254
-3338.063721	232
-3333.636719	189
-3329.209473	191
-3324.782227	211
-3320.355225	232
-3315.927979	237
-3311.500977	232
-3307.073730	234
-3302.646729	210
-3298.219482	237
-3293.792236	225
-3289.365234	198
-3284.937988	194
-3280.510986	197
-3276.083740	210
-3271.656738	246
-3267.229492	189
-3262.802246	193
-3258.375244	188
-3253.947998	236
-3249.520996	257
-3245.093750	234
-3240.666748	220
-3236.239502	232
-3231.812500	246
-3227.385254	248
-3222.958008	232
-3218.531006	213
-3214.103760	229
-3209.676758	207
-3205.249512	212
-3200.822510	211
-3196.395264	206
-3191.968018	223
-3187.541016	247
-3183.113770	242
-3178.686768	220
-3174.259521	222
-3169.832520	223
-3165.405273	235
-3160.978027	211
-3156.551025	189
-3152.123779	222
-3147.696777	220
-3143.269531	221
-3138.842529	211
-3134.415283	230
-3129.988281	229
-3125.561035	217
-3121.133789	240
-3116.706787	266
-3112.279541	262
-3107.852539	229
-3103.425293	214
-3098.998291	209
-3094.571045	224
-3090.143799	233
-3085.716797	237
-3081.289551	253
-3076.862549	257
-3072.435303	244
-3068.008301	225
-3063.581055	201
-3059.153809	217
-3054.726807	245
-3050.299561	251
-3045.872559	222
-3041.445313	212
-3037.018311	196
-3032.591064	211
-3028.163818	223
-3023.736816	254
-3019.309570	236
-3014.882568	228
